"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Long_Pass_Ability","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation","First_Name","Last_Name","Player_url","Player_Apps","Player_Tackles","Player_Mins","Player_Inter","Player_Fouls","Player_Offsides","Player_Clear","Player_Drb","Player_Blocks","Player_OwnG","Player_Team","Player_Team_url","Player_Age","Player_Position","Defensive_Ratio"
"182","J. Turnbull","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","CB","LCB",NA,27,250000,"2024-06-30",5,439,0,0.17,0,0,15.99,66.67,"England","England","left",185,72,"no",10.66,4.92,83.33,6.15,63.33,0.62,0.92,0.21,5.95,8.88,0.41,1,0.21,0,0,0.21,0,0,0,0.04,0,0,1,0.21,0,0,0,0,0,0,0,0,0,0,0.41,50,1.44,57.14,0.41,0.62,0.41,12.1,0,0.82,28.5,79.14,15.17,67.57,2.05,100,9.64,95.74,23.58,85.22,4.92,50,22.27,34.96,0,0,0,0.21,0,0,0,2.87,64.29,0,0,0.41,50,0,0,7.79,55.26,0,NA,0,NA,0,0,0,0,NA,NA,1.64,NA,NA,0,0,0,0,0,0,"CB",0.205,0,0,22.5549,4.099836,4.304754,1748,0,0,0,2.12582294,"J","Turnbull","https://www.whoscored.com/Players/231025/Show/Jordan-Turnbull","5",2.2,412,1.2,0.4,0.4,4.6,0,0.2,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",27,", D(C),DMC",8.5
"183","F. Horsfall","Stockport County","Stockport County","English League Two","2022/23","CB","RCB",NA,25,0,"2025-06-30",6,438,1,0.66,0,0,18.08,68.18,"England","England","right",190,82,"no",5.14,3.7,50,8.42,78.05,0.41,0.67,0.41,2.88,4.67,0.82,2,0.41,0,0,0.41,0.21,1,0.21,0.14,1,0.21,4,0.82,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.62,0.21,16.03,0.21,0.82,33.08,84.47,12.33,65,2.26,100,16.44,95,27.33,90.23,5.75,57.14,21.08,27.89,0,0,0,0,0,0,0,5.96,51.72,0.41,0,0.21,0,0,0,5.96,65.52,0,NA,0,NA,0,0,0,0,NA,NA,1.85,NA,NA,0,0,0,0,0,0,"CB",0,1.5,0,27.942676,1.85,3.904992,1593.6346,0.41,0,0,1.08883614,"F","Horsfall","https://www.whoscored.com/Players/381135/Show/Fraser-Horsfall","4(2)",0.5,389,0.7,0.8,0.5,2.8,0.3,0.3,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",25,", D(C)",1.09090909090909
"184","H. McKirdy","Hibernian","Swindon Town","English League Two","2022/23","RW","CF","RAMF",25,0,"2025-05-31",5,436,2,1.88,0,0.62,18.37,43.82,"England","England","right",175,70,"no",3.92,3.51,58.82,1.03,0,0.21,0.3,0,1.65,2.38,0.41,1,0.21,1,0.21,5.57,0.41,2,0.41,0.39,0,0,13,2.68,46.15,15.385,0,1.65,12.5,1.03,0,0.62,33.33,0.21,6.19,56.67,10.11,48.98,4.54,3.3,1.65,13,3.1,2.27,15.28,75.68,3.92,78.95,4.13,85,2.89,64.29,13,84.13,0.83,50,19.18,27.35,0.13,0.83,0,0,1.24,50,0.83,1.44,71.43,1.24,100,0.62,66.67,1.44,0.21,1.65,87.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1.65,0,0,"Winger",3.507873,1.05128205128205,0.62,11.563904,2.064582,1.44375,1367.5,1.23682,0.20625,1.24,51.0965369725,"H","McKirdy","https://www.whoscored.com/Players/318758/Show/Harry-McKirdy","5",0.8,403,0,0.4,0,0.2,0.2,0,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",25,", AM(LR),FW",1.33333333333333
"185","A. Newby","Colchester United","Colchester United","English League Two","2022/23","RCMF","RAMF","LW",26,0,"2024-06-30",7,435,0,0.19,0,0.26,17.17,34.94,"England","England","right",173,70,"no",6.41,4.76,60.87,1.66,25,0.41,0.57,0,3.1,4.25,0.21,0,0,0,0,2.28,0,0,0,0.04,0,0,1,0.21,100,0,0,1.24,66.67,0.41,0,0.83,100,0.21,2.28,36.36,6.83,24.24,2.07,1.86,1.45,16.97,0.62,0.21,28.97,81.43,8.07,64.1,6,86.21,8.07,89.74,26.07,83.33,1.66,62.5,17.77,21.26,0.05,0.41,0,0,0.83,50,0,3.52,58.82,2.48,75,1.24,33.33,1.03,0.83,4.14,80,0,NA,0,NA,0,0,0,0,NA,NA,0.21,NA,NA,0,0,0,0,0,0,"CM2",0.829008,0,0.415,23.590271,2.897412,3.312,1328.75,0.21,0.826708,1.86,30.858701077176,"A","Newby","https://www.whoscored.com/Players/366289/Show/Alex-Newby","5(2)",0.6,393,0.3,0.1,0,0.6,0.3,0,0,"Colchester,","https://www.whoscored.com/Teams/195/Show/England-Colchester",26,", AM(LR),FW",2.25
"186","James Brown","Stockport County","Stockport County","English League Two","2022/23","RWB","RCB","RB",24,100000,"2023-05-31",5,433,0,0,1,0.5,16.42,49.37,"Republic of Ireland","Republic of Ireland","",0,0,"yes",10.39,8.11,56.41,2.91,57.14,1.04,1.43,0.21,4.78,6.57,0.62,1,0.21,0,0,2.08,0,0,0,0,0,0,1,0.21,0,0,0.21,2.49,66.67,0,0,2.49,66.67,0,0.83,50,4.16,45,0,2.91,1.25,27.44,1.04,1.04,39.7,79.58,17.25,71.08,5.4,84.62,12.68,90.16,30.76,90.54,6.44,32.26,21.06,33.49,0.1,1.25,0,0.21,0,0,0.62,7.48,61.11,3.53,52.94,0.62,0,0.42,1.45,10.6,80.39,0,NA,0,NA,0,0,0,0,NA,NA,0.62,NA,NA,0.21,0,0,0,0,0,"WB",0.415,NA,0,31.59326,4.574851,8.52134,1080.3874,0,1.660083,1.868782,50.649157312082,"J","Brown","https://www.whoscored.com/Players/431506/Show/James-Brown","4(1)",1.4,398,0.6,0.6,0.6,1,2.4,0.2,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",24,", Defender",0.666666666666667
"187","S. Kashket","Gillingham","Gillingham","English League Two","2022/23","LAMF","CF",NA,26,300000,"",7,429,1,0.89,0,0.01,14.06,44.78,"England","England","left",175,66,"no",3.78,3.99,68.42,1.47,14.29,0,0,0,1.05,1.49,1.05,1,0.21,0,0,2.31,0.21,1,0.21,0.19,1,0.21,4,0.84,25,25,0,1.68,37.5,1.68,37.5,0,0,0.21,2.73,53.85,5.24,44,3.15,1.05,0.21,9.44,1.47,1.26,14.27,72.06,3.15,60,3.57,88.24,4.62,68.18,11.54,78.18,1.26,50,16.42,15.18,0,0.63,0,0,0.21,0,0.21,0.63,33.33,1.47,42.86,0.21,0,0.84,0.63,1.26,83.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",1.470105,1.10526315789474,0,10.282962,2.729958,1.049958,759,0.21,0.63,0.630042,16.059260845236,"S","Kashket","https://www.whoscored.com/Players/245573/Show/Scott-Kashket","4(3)",1,398,0.1,0.6,0,0.1,0.1,0,0,"Gillingham,","https://www.whoscored.com/Teams/191/Show/England-Gillingham",26,", M(LR),FW",1.57142857142857
"188","A. Williams","Walsall","Walsall","English League Two","2022/23","CF",NA,NA,36,250000,"2023-06-30",7,424,0,0.65,0,0.07,32.26,30.92,"England","England","right",188,78,"no",3.4,2.55,50,12.52,32.2,0,0,0,2.12,3.23,1.27,0,0,0,0,2.12,0,0,0,0.14,0,0,4,0.85,50,0,0,1.27,0,0.42,0,0.85,0,0.21,1.91,77.78,7.85,27.03,2.76,0.42,0,7,0.42,0.42,10.83,41.18,4.03,26.32,1.49,71.43,2.97,42.86,8.28,51.28,1.49,14.29,19.66,28.51,0.01,0.42,0,0,0.21,100,0.42,2.55,33.33,2.12,40,0.21,100,1.27,0,1.27,83.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.485598,0,0.21,4.459794,1.275,1.058291,407.4079,0.425,0,0.848,23.403602554,"A","Williams","https://www.whoscored.com/Players/13683/Show/Andy-Williams","4(3)",0.3,388,0.1,0.7,0,0.4,0,0,0,"Walsall,","https://www.whoscored.com/Teams/173/Show/England-Walsall",36,", FW",0.571428571428572
"189","J. Roberts","Stevenage","Stevenage","English League Two","2022/23","AMF","CF","RWF",28,300000,"",7,424,1,1,0,0.44,33.54,35.44,"England","England","left",185,86,"no",7.64,7.64,50,7.85,16.22,0.64,1.01,0,3.18,5.06,2.55,2,0.42,0,0,4.25,0.21,1,0.21,0.21,0,0,11,2.33,36.36,9.091,0,2.97,14.29,1.91,22.22,0.85,0,0.42,5.09,58.33,12.95,36.07,3.18,2.55,1.06,17.83,3.82,2.55,24.41,67.83,5.94,64.29,5.94,92.86,6.37,50,20.8,74.49,0.64,100,14.97,9.87,0.09,1.06,0,0,0.21,0,0.42,2.12,30,2.12,30,0.21,0,1.06,0.64,2.33,81.82,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.21,0.21,0,0,0,0,"CAM",2.968997,1,0,16.557303,3.82,1.906406,987,0.847188,0.424413,0.636,25.558218138186,"J","Roberts","https://www.whoscored.com/Players/110191/Show/Jordan-Roberts","4(3)",1.1,390,0.6,1.7,0,0,0.6,0,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",28,", AM(LR),FW",0.739130434782609
"190","Jake Taylor","Stevenage","Stevenage","English League Two","2022/23","RCMF","RAMF",NA,30,200000,"2023-06-30",7,418,0,0.77,0,0.22,18.73,59.77,"England","England, Wales","right",177,77,"no",7.97,6.24,79.31,5.17,58.33,0,0,0.43,3.01,4.33,1.08,0,0,0,0,0.86,0,0,0,0.17,0,0,5,1.08,40,0,0,0,0,0,0,0,0,0,0.86,50,2.58,66.67,1.29,0.22,0,10.77,1.72,2.15,17.44,70.37,6.89,50,2.8,100,3.01,71.43,15.29,74.65,2.15,40,16.62,25.29,0.05,0.43,0,0,0,0,0.43,3.01,28.57,0.86,25,0.43,50,0.43,0,2.15,60,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",0.43,0,0,12.272528,4.948944,1.29,1011.6,0.432,0,0.215,19.82375365,"J","Taylor","https://www.whoscored.com/Players/86461/Show/Jake-Taylor","4(3)",0.9,375,0.4,0.6,0,0.4,0.6,0.3,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",30,", M(CLR)",1.08333333333333
"191","R. Hutton","Swindon Town","Swindon Town","English League Two","2022/23","RB","LWB",NA,23,0,"2024-06-30",5,415,0,0.34,0,0.11,12.8,45.76,"England","England, Burundi","right",174,72,"no",6.94,3.69,82.35,0.65,0,0.65,0.9,0.22,3.25,4.5,0.43,0,0,0,0,3.25,0,0,0,0.07,0,0,1,0.22,100,0,0,4.34,20,1.3,16.67,3.04,21.43,1.08,3.69,58.82,6.29,41.38,0.22,3.04,1.73,19.95,1.73,0.22,30.58,65.96,10.63,46.94,4.34,100,10.84,76,21.69,84,4.77,27.27,20.42,27.59,0.02,0.22,0,0,0,0,0.22,3.69,41.18,3.25,26.67,0.87,0,0,0.87,6.51,60,0,NA,0,NA,0,0,0,0,NA,NA,0.43,NA,NA,0,0,0,0,0,0,"FB",2.170458,0,0,20.170568,3.038715,3.906,752.3793,0.22,0.868,0.866775,23.74053278895,"R","Hutton","https://www.whoscored.com/Players/387841/Show/Remeao-Hutton","4(1)",1.2,377,1,0.4,0.2,0.6,0,0.2,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",23,", D(LR),M(R)",5.5
"192","A. Cook","Bradford City","Bradford City","English League Two","2022/23","CF",NA,NA,31,50000,"2023-06-30",7,412,4,1.72,0,0,31.02,30.28,"England","England","right",185,72,"no",3.93,2.62,25,14.42,36.36,0,0,0.44,3.28,4.89,2.18,1,0.22,0,0,2.62,0.87,4,0.87,0.38,0,0,8,1.75,75,50,0,0.87,0,0,0,0.87,0,0,1.31,83.33,7.86,30.56,2.18,0.66,0.22,8.74,2.62,0.87,11.58,69.81,3.28,60,2.62,83.33,2.84,76.92,10.49,77.08,0.22,0,18.76,3.16,0,0,0.22,0,0.66,33.33,0,1.31,50,1.09,20,0.44,50,0.22,0,0.44,50,0,NA,0,NA,0,0,0,0,NA,NA,0.22,NA,NA,0,0,0,0,0,0,"CF",1.091623,2.28947368421053,0.219978,8.083998,0.655,0.22,0,1.3125,0,0.218,5.754403289856,"A","Cook","https://www.whoscored.com/Players/138513/Show/Andy-Cook","4(3)",0.4,368,0,1.4,0,2,0,0.1,0,"Bradford,","https://www.whoscored.com/Teams/22/Show/England-Bradford",31,", FW",0.285714285714286
"193","P. Lewis","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","LCMF","DMF","AMF",27,0,"2023-06-30",7,408,0,0.25,1,0.29,23.38,40.57,"England","England","right",185,72,"no",7.06,7.06,59.38,5.29,41.67,0.66,1,0,2.21,3.33,1.1,0,0,0,0,1.32,0,0,0,0.05,0,0,1,0.22,100,0,0.22,1.99,22.22,1.32,33.33,0.66,0,0.44,0.88,50,6.4,24.14,0.88,0.22,0.22,10.59,1.32,1.32,18.75,62.35,6.62,56.67,3.75,76.47,3.53,56.25,16.1,68.49,0.66,33.33,14.64,4.55,0.06,0.66,0.22,0.22,0.44,50,0.66,1.76,37.5,1.76,25,0.44,50,0.66,0.44,2.87,38.46,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",0.44,0,0.22,11.690625,4.192228,1.103802,151.6515,0.22,0.442178,0.44,33.441271296516,"P","Lewis","https://www.whoscored.com/Players/138708/Show/Paul-Lewis","4(3)",1.7,374,0.1,0.7,0,0.6,0.3,0.1,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",27,", M(C)",1.8
"194","S. Banks","Bradford City","Bradford City","English League Two","2022/23","RAMF",NA,NA,20,250000,"2023-06-30",5,407,1,0.49,0,1.28,22.78,36.89,"Scotland","Scotland","left",183,76,"yes",5.09,6.63,46.67,2.43,9.09,0.22,0.31,0.22,1.77,2.47,1.11,3,0.66,0,0,7.08,0.22,1,0.22,0.11,0,0,12,2.65,41.67,8.333,0,3.76,41.18,0.22,0,3.32,46.67,0.44,7.52,50,11.72,35.85,3.76,3.54,0.88,24.32,1.55,0.44,33.61,79.61,8.62,69.23,10.17,95.65,7.74,68.57,28.53,86.05,1.99,44.44,16.71,26.51,0.28,1.77,0.22,0,1.11,60,1.11,3.1,64.29,3.76,64.71,0.66,66.67,1.55,1.77,6.63,80,0,NA,0,NA,0,0,0,0,NA,NA,0.22,NA,NA,0.44,0.22,0,2.21,0,0,"Winger",3.76,2,0.666,26.756921,3.094221,5.304,1178.1044,1.104255,1.548368,2.433096,83.273285893664,"S","Banks","https://www.whoscored.com/Players/422722/Show/Scott-Banks","5",1.6,378,0.4,1,0,0.4,0.6,0.2,0,"Bradford,","https://www.whoscored.com/Teams/22/Show/England-Bradford",20,", AM(R)",1.25
"195","L. Angol","Bradford City","Bradford City","English League Two","2022/23","LAMF","LW",NA,28,150000,"2023-06-30",6,406,0,0.88,0,0,30.15,36.76,"England","England","right",178,72,"no",6.87,6.21,71.43,1.77,37.5,0,0,0,2.44,3.79,2,2,0.44,0,0,1.55,0,0,0,0.19,0,0,7,1.55,14.29,0,0,1.11,0,0.44,0,0.44,0,0,3.99,33.33,17.07,27.27,3.33,2.88,0.67,15.3,0.67,2,23.28,81.9,5.32,66.67,6.87,100,5.54,80,21.06,88.42,1.11,40,14.98,17.38,0,0,0,0,0,0,0,2.44,81.82,1.11,40,0,0,0.44,0,3.1,85.71,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",1.329867,0,0,19.06632,4.435803,2.65701,695.2,0.221495,0,0.444,3.551315352,"L","Angol","https://www.whoscored.com/Players/117089/Show/Lee-Angol","5(1)",2.2,375,0.2,1.5,0,0,0.3,0,0,"Bradford,","https://www.whoscored.com/Teams/22/Show/England-Bradford",28,", AM(L),FW",1.33333333333333
"196","H. Lintott","Northampton Town","Northampton Town","English League Two","2022/23","RB",NA,NA,19,0,"2023-06-30",6,403,0,0.07,0,0.43,15.41,50.72,"England","England","",0,0,"no",8.26,4.91,59.09,1.79,50,0.22,0.32,0.89,5.14,7.42,0,0,0,0,0,2.68,0,0,0,0.02,0,0,2,0.45,100,0,0,2.68,33.33,0,0,2.68,33.33,0.45,1.79,75,4.24,52.63,1.12,1.56,0.67,16.08,0.45,0.67,23.45,60.95,12.73,45.61,2.46,90.91,6.48,75.86,13.62,78.69,7.59,38.24,22.12,33.4,0.1,0.22,0,0,0,0,0,6.7,40,2.01,44.44,0.22,100,0,0.67,7.37,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"FB",1.3425,0,0,14.292775,2.901319,4.913579,1277.216,0.45,0.893244,0.893244,17.00397175192,"H","Lintott","https://www.whoscored.com/Players/409441/Show/Harvey-Lintott","4(2)",0.7,360,0.2,0,0,2,0,0.7,0,"Northampton,","https://www.whoscored.com/Teams/316/Show/England-Northampton",19,", D(R)",Inf
"197","L. Hannant","Colchester United","Colchester United","English League Two","2022/23","RW","LW","LAMF",28,0,"2023-06-30",5,402,0,0.07,1,0.88,17.01,43.42,"England","England","right",180,67,"no",3.13,3.13,57.14,6.72,30,0,0,0,1.34,1.59,0.67,1,0.22,0,0,2.91,0,0,0,0.01,0,0,2,0.45,50,0,0.22,2.69,25,1.34,0,1.34,50,0.45,2.46,81.82,4.03,61.11,1.57,1.57,0.9,11.42,1.12,1.12,20.15,65.56,6.72,56.67,5.6,92,4.7,52.38,14.55,80,3.13,28.57,22.04,22.96,0.2,1.57,0,0,0.22,0,1.12,2.69,33.33,2.91,38.46,0.9,0,1.12,0.67,3.58,68.75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.67,0,0,1.57,0,0,"Winger",2.012772,0,0,13.21034,1.788482,2.46125,655.9672,0.225,0.6725,1.119186,61.299139400188,"L","Hannant","https://www.whoscored.com/Players/362175/Show/Luke-Hannant","5",1,391,1,0.6,0,0.4,0,0.2,0,"Colchester,","https://www.whoscored.com/Teams/195/Show/England-Colchester",28,", M(CLR)",3.33333333333333
"198","J. Powell","Crawley Town","Crawley Town","English League Two","2022/23","RCMF","LCMF",NA,28,75000,"2023-06-30",6,400,1,0.26,0,0.23,19.13,45.88,"England","England","right",177,62,"no",7.43,8.33,51.35,3.6,56.25,0.23,0.3,0,2.93,3.94,0.9,1,0.23,0,0,1.35,0.23,1,0.23,0.06,0,0,4,0.9,50,25,0,0.45,50,0.23,100,0.23,0,0,1.35,33.33,4.95,36.36,0.23,0.68,0,43.2,0.68,1.13,60.98,77.86,26.1,63.79,9.68,95.35,17.1,86.84,52.88,84.26,7.65,35.29,17.34,34.93,0.05,0.45,0,0,0.45,50,0,12.15,59.26,2.93,53.85,1.13,0,1.35,0.23,10.8,75,0,NA,0,NA,0,0,0,0,NA,NA,0.45,NA,NA,1.8,0,0,2.03,0,0,"CM2",0.449955,3.83333333333333,0.225,47.479028,4.277455,8.1,1232.6797,0.45,0.225,1.577805,23.48163094469,"J","Powell","https://www.whoscored.com/Players/142443/Show/Jack-Powell","5(1)",0.8,363,0.2,0.7,0,0.3,1.3,0,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",28,", M(CL)",0.5
"199","S. Quinn","Mansfield Town","Mansfield Town","English League Two","2022/23","LCMF",NA,NA,36,600000,"2023-06-30",6,399,0,0.05,0,0.95,14.66,47.69,"Republic of Ireland","Republic of Ireland","left",168,60,"no",7.44,4.29,47.37,5.41,41.67,0.68,1.13,0,4.74,7.88,1.8,3,0.68,0,0,2.71,0,0,0,0.01,0,0,2,0.45,0,0,0,3.16,42.86,2.48,45.45,0.68,33.33,0.45,0.68,66.67,2.71,58.33,1.58,2.48,0.23,38.57,1.8,1.35,51.43,83.77,16.47,80.82,8.57,89.47,14.89,87.88,45.79,88.18,2.48,54.55,16.48,24.76,0.22,2.26,0,0,1.35,66.67,0.9,7.89,77.14,4.51,70,1.13,60,2.03,1.35,11.5,84.31,0,NA,0,NA,0,0,0,0,NA,NA,0.23,NA,NA,0,0,0,2.48,0,0,"CM2",0.453356,0,0.900045,43.082911,2.032173,9.69565,1350.658,0,1.354376,3.157,83.114276523312,"S","Quinn","https://www.whoscored.com/Players/13794/Show/Stephen-Quinn","5(1)",0.8,377,1,1.3,0,1.5,0.7,0,0,"Mansfield,","https://www.whoscored.com/Teams/99/Show/England-Mansfield",36,", M(CL)",0.9
"200","A. Kazeem","Colchester United U21","Colchester United","English League Two","2022/23","LB",NA,NA,20,0,"",4,399,0,0,0,0.17,26.62,54.24,"England","England","left",0,0,"no",9.7,9.7,58.14,0.9,100,0.23,0.29,0.23,3.83,4.95,1.58,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,2.26,30,2.26,30,0,0,0,6.54,55.17,11.73,51.92,0.23,1.35,0.9,14.66,0.9,3.16,25.26,67.86,11.05,46.94,4.29,94.74,6.77,90,18.5,82.93,4.74,23.81,23.92,39.87,0.04,0.45,0,0,0,0,0.23,5.19,34.78,1.13,40,0.45,50,0,0.68,4.96,63.64,0,NA,0,NA,0,0,0,0,NA,NA,1.35,NA,NA,0,0,0,0,0,0,"FB",3.608118,NA,0,17.141436,5.63958,3.156544,949.3047,0,0.678,0.452,18.437323622,"A","Kazeem","https://www.whoscored.com/Players/387631/Show/Al-Amin-Kazeem","4",3,360,0.5,1.8,0,1.3,0,0.3,0,"Colchester,","https://www.whoscored.com/Teams/195/Show/England-Colchester",20,", D(L)",1.94444444444444
"201","B. Waters","Barrow","Barrow","English League Two","2022/23","RW","AMF",NA,27,0,"2023-06-30",6,397,1,0.45,0,0.18,27.2,33.33,"England","England","right",175,73,"no",6.57,6.57,58.62,3.17,28.57,0.23,0.29,0,2.49,3.2,0.91,1,0.23,0,0,2.72,0.23,1,0.23,0.1,0,0,5,1.13,60,20,0,0.45,100,0,0,0.45,100,0.45,3.63,43.75,9.97,29.55,2.49,0.91,0.68,11.79,1.13,0.91,21.54,74.74,6.12,55.56,5.89,76.92,4.99,90.91,19.72,78.16,1.36,16.67,16.42,33.59,0.04,0.68,0,0,0,0,0.45,2.95,30.77,0.45,50,0,0,0.23,0.45,3.63,75,0,NA,0,NA,0,0,0,0,NA,NA,0.45,NA,NA,0,0,0,0,0,0,"Winger",1.588125,2.3,0,16.098996,3.851334,2.7225,559.9453,0.678,0.45,0.225,20.18251608,"B","Waters","https://www.whoscored.com/Players/139873/Show/Billy-Waters","4(2)",0.8,363,0.7,0.7,0,0,1.3,0,0,"Barrow,","https://www.whoscored.com/Teams/1383/Show/England-Barrow",27,", AM(R)",0.75
"202","S. O'Keefe","Gillingham","Gillingham","English League Two","2022/23","RCMF","LCMF",NA,31,400000,"2023-06-30",5,396,0,0.16,0,0.11,12.05,49.06,"England","England","right",173,64,"no",5.68,5.23,52.17,2.27,70,0.45,0.65,0.23,2.5,3.55,0.91,1,0.23,0,0,0.23,0,0,0,0.04,0,0,2,0.45,0,0,0,0,0,0,0,0,0,0,1.14,20,3.18,35.71,0.23,0.45,0.23,13.41,0,1.82,22.95,79.21,7.05,54.84,3.18,100,8.86,84.62,20.45,84.44,2.5,36.36,17.29,31.07,0.03,0.23,0,0,0,0,0,4.32,52.63,1.59,57.14,0,0,0.91,0,2.95,46.15,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",0.228,0,0,18.178695,2.728491,1.361425,1129.7052,0,0,0.908526,8.521459162908,"S","O'Keefe","https://www.whoscored.com/Players/43458/Show/Stuart-O-39-Keefe","4(1)",1.4,366,0.4,0.8,0,0.6,0,0.4,0,"Gillingham,","https://www.whoscored.com/Teams/191/Show/England-Gillingham",31,", M(C)",2.25
"203","J. Clarke","Newport County","Newport County","English League Two","2022/23","RCB","RB",NA,32,100000,"2023-06-30",4,391,0,0,0,0,15.65,55.88,"England","England","right",183,84,"no",5.06,2.99,61.54,6.21,66.67,0.23,0.3,0.23,2.99,3.86,0.92,1,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,50,1.84,37.5,0.46,0.46,0.23,10.36,0.46,0.69,19.57,74.12,9.21,57.5,1.84,100,6.45,89.29,15.42,82.09,4.14,44.44,22.39,38,0,0,0,0,0,0,0,3.91,47.06,0,0,0,0,0,0,3.91,52.94,0,NA,0,NA,0,0,0,0,NA,NA,0.92,NA,NA,0,0,0,0,0,0,"CB",0.23,NA,0,14.505284,1.840046,2.069954,1688.72,0,0,0,0,"J","Clarke","https://www.whoscored.com/Players/138968/Show/James-Clarke","4",0,360,1,1,0,2.3,0,0.5,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",32,", D(CR)",1
